index,year,PICK,round,round_pick,TEAM,PLAYER,YEARS,TOTALS_G,TOTALS_MP,final_season,ADVANCED_WS,ADVANCED_WS/48,ADVANCED_BPM,ADVANCED_VORP,MVP_Votes,First_MVP,RotY_Votes,RotY,DPOY_Votes,First_DPOY,SMotY_Votes,First_SMotY,MIP_Votes,First_MIP,all_nba_votes,all_defense_votes,all_rookie_votes,all_first,all_second,all_third,all_races,def_first,def_second,mvp,rookie,retired,rookie_first,rookie_second,dcn_past_retirement,dcn_YEARS,dcn_TOTALS_G,dcn_TOTALS_MP,dcn_ADVANCED_WS,dcn_ADVANCED_WS/48,dcn_MVP_Votes,dcn_RotY_Votes,dcn_DPOY_Votes,dcn_SMotY_Votes,dcn_MIP_Votes,dcn_all_nba_votes,dcn_all_defense_votes,dcn_all_rookie_votes,pn_past_retirement,pn_YEARS,pn_TOTALS_G,pn_TOTALS_MP,pn_ADVANCED_WS,pn_ADVANCED_WS/48,pn_MVP_Votes,pn_RotY_Votes,pn_DPOY_Votes,pn_SMotY_Votes,pn_MIP_Votes,pn_all_nba_votes,pn_all_defense_votes,pn_all_rookie_votes,pn_YEARS_ma,dcn_YEARS_ma,pn_TOTALS_G_ma,dcn_TOTALS_G_ma,pn_TOTALS_MP_ma,dcn_TOTALS_MP_ma,pn_ADVANCED_WS_ma,dcn_ADVANCED_WS_ma,pn_ADVANCED_WS/48_ma,dcn_ADVANCED_WS/48_ma,pn_MVP_Votes_ma,dcn_MVP_Votes_ma,pn_RotY_Votes_ma,dcn_RotY_Votes_ma,pn_DPOY_Votes_ma,dcn_DPOY_Votes_ma,pn_SMotY_Votes_ma,dcn_SMotY_Votes_ma,pn_MIP_Votes_ma,dcn_MIP_Votes_ma,pn_all_nba_votes_ma,dcn_all_nba_votes_ma,pn_all_defense_votes_ma,dcn_all_defense_votes_ma,pn_all_rookie_votes_ma,dcn_all_rookie_votes_ma,rookie_first_ma,rookie_second_ma,dcn_past_retirement_ma,pn_past_retirement_ma,exists
828,2009,11,1,11,BRK,Terrence Williams,4,153.0,2922.0,2013,-0.2,-0.004,-2.8,-0.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,0,-0.8976016042510411,-0.9800553529151347,-0.7987009753749422,-0.7535679189872156,-1.6239500523361226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0511734135426762,-1.0443697627810122,-0.8692548530589702,-0.9090378310971664,-1.7361680655826308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1943679142022307,0.11850495756503135,,0.07839572716913439,,0.01343205528262723,,-0.033107222219919595,,-0.1875827487970314,0.0,0.0,0.0,0.0,0.0,0.0,-0.18100151784492036,-0.10287846872968794,-0.0802352733289494,-0.13833779716704514,0.0,0.0,0.0,0.0,-0.14077292844630526,-0.16040817445646133,0.0,0.0,0.4,0.4,1
888,2010,11,1,11,NOP,Cole Aldrich,8,339.0,3389.0,2018,9.6,0.135,0.1,1.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,0.46007436505869054,0.08579925282055172,-0.46663172732337715,-0.32809836250012336,0.8951588668834808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.09916730316440349,-0.294658490430629,-0.8074874113908032,-0.46794417974354735,1.1320669640745757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142013748351114,0.21051983057676943,0.1172796387855493,0.09555557773324475,-0.06149014266104731,-0.07989429018204819,-0.060157600022752465,-0.09872689471994427,-0.15554358161326381,-0.00855097542033525,0.0,0.0,0.0,0.0,0.0,0.0,-0.18100151784492036,-0.10287846872968794,-0.0802352733289494,-0.13833779716704514,0.0,0.0,0.0,0.0,-0.14077292844630526,-0.16040817445646133,0.0,0.0,0.6,0.6,1
948,2011,11,1,11,GSW,Klay Thompson,13,913.0,28869.0,2026,57.6,0.096,0.4,17.5,1.0,0,30.0,0,4.0,0,0.0,0,56.0,0,329.0,224.0,43.0,,,"2015,2016","2015,2016,2017,2018,2019",,2019,2015,first,False,True,False,1,1.1195879364123775,1.467180769382603,1.837264928232417,1.002582227084457,0.35949662842993324,-0.549049096919434,-0.37349550941696325,-0.45289063761824633,0.0,0.01486802770515367,-0.1369593807819889,0.11437993091556518,0.12039475185424038,1,1.537093199048253,2.018966618865715,2.562607692902339,1.692514520763975,0.32731037301967597,-0.5931359422291946,-0.36777939852148844,-0.537732857937865,0.0,0.18235289392943047,-0.2739481818885699,2.146710796076524,-0.18522753742934903,0.09916730316440345,0.09126983107986338,0.09551382765279626,0.03517308070445644,0.06826116414081973,-0.023227233789344125,-0.11506925866065196,-0.21285931644976414,-0.2876062016838114,-0.16420491686882452,-0.11862718844583893,-0.10980981938388681,-0.0735558797042977,-0.07469910188339265,-0.107546571587573,-0.09057812752364927,0.0,0.0,0.036470578785886096,0.002973605541030734,-0.05478963637771398,-0.027391876156397783,0.4293421592153048,0.022875986183113036,-0.17781843593217508,-0.13632922408561324,0.2,0.0,0.6,0.6,1
1008,2012,11,1,11,POR,Meyers Leonard,10,456.0,7272.0,2022,15.8,0.104,-1.5,1.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,0.8673229374104594,0.38611395388708997,-0.08518143107371996,-0.08373712092225764,0.4946991586659835,0.0,0.0,0.0,0.0,-0.6270954302825146,0.0,0.0,0.0,1,0.6743376615179433,0.17693408411235398,-0.29390502167454446,-0.18888493092799236,0.49238864810786037,0.0,0.0,0.0,0.0,-0.4348415162932573,0.0,0.0,0.0,0.4442695181765274,0.3900252949232136,0.31155965667419705,0.2364795341300039,0.1975363193580928,0.10243735510472991,0.012757881119376379,-0.10199043186170113,0.009534693474920707,0.01214568699338393,-0.11862718844583893,-0.10980981938388681,-0.0735558797042977,-0.07469910188339265,-0.107546571587573,-0.09057812752364927,0.0,0.0,-0.05049772447276537,-0.12244548051547217,-0.05478963637771398,-0.027391876156397783,0.4293421592153048,0.022875986183113036,-0.03704550748586981,0.024078950370848076,0.2,0.0,0.8,0.8,1
1068,2013,11,1,11,PHI,Michael Carter-Williams,9,395.0,9942.0,2022,6.6,0.032,-1.2,1.8,0.0,0,569.0,2014,0.0,0,0.0,0,0.0,0,0.0,1.0,250.0,,,,,,,,first,True,True,False,1,0.5053607453620552,0.07643611970407523,0.1532677718380828,-0.48701918296920066,-0.41441331318977787,0.0,2.1677220859372843,0.0,0.0,0.0,0.0,-0.5138269409621575,1.8689976540081377,1,0.38675248234117343,-0.06893896757244913,0.05924073689934444,-0.6029728485252674,-0.9933158276858003,0.0,1.7869281645554926,0.0,0.0,0.0,0.0,-0.5843532240338704,2.3709124790956677,0.3292354465058194,0.4109488759985084,0.15758669643879575,0.20709494857583705,0.13024022873547308,0.12800371325969206,-0.09526505390599974,-0.1299680716588681,-0.15554358161326381,-0.05780174230930054,-0.11862718844583893,-0.10980981938388681,0.2838297532068008,0.3588453153040642,-0.107546571587573,-0.09057812752364927,0.0,0.0,-0.05049772447276537,-0.12244548051547217,-0.05478963637771398,-0.027391876156397783,0.3124715144085307,-0.07988940200931846,0.43713698833326375,0.3978784811724756,0.4,0.0,0.8,0.8,1
1128,2014,11,1,11,DEN,Doug McDermott,12,707.0,13664.0,2026,21.4,0.075,-2.2,-0.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,False,False,False,1,1.2999532577525703,1.3053091883678987,0.6376881207456584,0.1483142988057107,0.15932540808873327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.2495080198714832,1.1886412312088388,0.5515285696379266,0.06316858413121847,-0.10602009908680853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7893717331886513,0.8504598483992305,0.604188895236766,0.6641678568324437,0.41439691327485245,0.4152815324838121,0.09917622913967723,0.05040837189971721,0.17048601168590066,0.2988533497756706,-0.11862718844583893,-0.10980981938388681,0.28382975320680087,0.3588453153040642,-0.107546571587573,-0.09057812752364927,0.0,0.0,-0.05049772447276537,-0.12244548051547217,-0.05478963637771398,-0.027391876156397783,0.3124715144085307,-0.07988940200931846,0.43713698833326375,0.3978784811724756,0.4,0.0,1.0,1.0,1
1188,2015,11,1,11,IND,Myles Turner,11,691.0,19851.0,2026,51.3,0.124,0.7,13.5,0.0,0,3.0,0,18.0,0,0.0,0,2.0,0,1.0,72.0,139.0,,,,2019,,,,second,False,False,True,1,1.1322776756981818,1.2747570249326374,1.5925543620562428,1.6146535958202304,0.7391818657740254,0.0,-0.5302774031060205,0.0,0.0,-0.3418093905919835,-0.7330501278905309,2.1408033391077677,0.7106873802102616,1,0.9619228406947132,1.1241499389636447,1.36984797349435,1.4089543163223623,0.9050843358283218,0.0,-0.4757146567832296,1.3443321448446623,0.0,-0.42361979974375386,-0.8040661975785458,0.28517836981293676,1.0002287021184848,0.9619228406947131,0.9849005105271289,0.8879505811156208,0.9019594112548608,0.8498639902518832,0.827118750359736,0.4745559283528592,0.438958763563788,0.12508948603664988,0.26765794955377953,-0.11862718844583893,-0.10980981938388681,0.18868682185015495,0.25278983468286015,0.16131985738135948,-0.09057812752364927,0.0,0.0,-0.13522168442151614,-0.19080735863386886,-0.21560287589342314,-0.17400190173450397,0.36950718837111807,0.34827126581223505,0.6371827287569607,0.5400159572145279,0.4,0.2,1.0,1.0,1
1248,2016,11,1,11,ORL,Domantas Sabonis,10,665.0,20463.0,2026,71.0,0.167,3.3,27.6,30.0,0,0.0,0,1.0,0,190.0,0,16.0,0,262.0,4.0,19.0,,,"2023,2024","2019,2021,2023,2024,2025",,,"2023,2024",none,False,False,False,1,1.471482731832704,1.7637779340559894,2.1249507292362066,3.1627772228559943,1.206886737591627,0.987428597222625,0.0,-0.578028722601945,-0.17498140921285424,-0.6310704104893674,1.1511960117134676,-0.6634681999026332,-0.34239817685891866,1,0.6743376615179433,1.019351589065204,1.4507937428753315,2.295642574655658,1.7923800644273138,-0.5614193921530177,0.0,-0.9410325013912637,0.3478747876106348,-0.2665157680507061,-0.38223448387402226,-0.5476124524628786,-0.4815915973163075,0.7893717331886513,1.0552794696111942,0.6880275751555185,0.9612788441895382,0.6275012002464816,0.8846559105604943,0.5951815391311959,0.8709977627180955,0.4181034243181775,0.43713597138611837,-0.11228387843060354,0.197485719444525,0.2622427015544527,0.3274889365662528,0.08065992869067973,-0.115605744520389,0.06957495752212696,-0.03499628184257085,-0.22499541681754343,-0.3199950462727731,-0.23726013629051362,0.08362917676458734,-0.16935746133676244,0.1927016396485954,0.5779099167795689,0.44745737147189607,0.2,0.2,1.0,1.0,1
1308,2017,11,1,11,CHA,Malik Monk,9,566.0,12896.0,2026,15.8,0.059,-1.0,3.1,0.0,0,0.0,0,0.0,0,364.0,0,1.0,0,0.0,0.0,1.0,,,,,,,,none,False,False,False,1,1.208628116698551,1.4887910287252248,0.9937357268488634,0.09703424074674018,-0.36708772698731007,0.0,0.0,0.0,1.7882474457464386,-0.5419013971680197,0.0,0.0,-0.7593624001244644,1,0.38675248234117343,0.6203117182980645,0.44994956492453836,-0.18888493092799236,-0.4361766492631776,0.0,0.0,0.0,1.5074574129794176,-0.4348415162932573,0.0,0.0,-0.7038646422315263,0.7318546973532973,1.1235405054688126,0.7767031019926607,1.181814259157165,0.7762721175662982,1.1004393421450107,0.5951815391311959,0.907152035051895,0.23239036484396985,0.2647785942554596,-0.11228387843060354,0.197485719444525,0.2622427015544527,0.3274889365662528,0.08065992869067973,-0.115605744520389,0.3710664401180105,0.32265320730671687,-0.22499541681754343,-0.30295623964987406,-0.23726013629051362,0.08362917676458734,-0.16935746133676244,0.19270163964859538,0.4371369883332637,0.29558489144700323,0.2,0.2,1.0,1.0,1
1368,2018,11,1,11,CHA,Shai Gilgeous-Alexander,8,511.0,16923.0,2026,71.8,0.204,6.1,34.8,1599.0,2025,7.0,0,9.0,0,0.0,0,314.0,0,1402.0,35.0,138.0,"2023,2024,2025",,,"2023,2024,2025",,,"2023,2024,2025",second,False,False,True,1,0.8378302686859659,1.190159121205185,1.7637479557457318,3.2326640603342933,1.6118846758702963,0.9550475639595032,-0.5247207533264193,-0.7358326081238954,0.0,2.708086094067047,0.9006552516805483,-0.41050655838951683,0.8816581199734091,1,0.09916730316440349,0.39862290120520927,0.9825780180245574,2.3316502196641165,2.5558670867101667,1.1545553343822121,-0.4597242481518605,0.13443321448446624,0.0,3.0775557637013113,1.460248863341138,-0.16795781289596276,0.9878801996231948,0.6743376615179433,1.1900344101335947,0.8702154757481925,1.4045588594573872,0.9609395737913408,1.4225353789265405,1.1821061527690726,1.6510886837125938,0.9422269477231634,0.6700381920674744,0.11862718844583889,0.3884952322364256,-0.18708778098701803,-0.21099963128648797,0.10754657158757297,-0.2627722661451681,0.3710664401180105,0.32265320730671687,0.3905157359227188,0.2386609791635353,0.05478963637771397,0.263760227100697,-0.08607837910918092,0.21336571616312355,0.16053053243876916,0.09811698464005751,0.0,0.4,1.0,1.0,1
1428,2019,11,1,11,MIN,Cameron Johnson,7,370.0,9934.0,2026,24.5,0.118,1.3,8.2,0.0,0,0.0,0,0.0,0,128.0,0,0.0,0,0.0,0.0,3.0,,,,,,,,none,False,False,False,1,0.9999974800641575,0.9991711212241552,1.1007285862476703,1.5282151674879194,0.9955232661898114,0.0,0.0,0.0,0.018040575152056277,0.0,0.0,0.0,-1.040676874224637,0,-0.18841787601236643,-0.16970661170556517,0.058182622266913314,0.202698208538996,0.7812756295121832,0.0,0.0,0.0,-0.06530982602651773,0.0,0.0,0.0,-0.6791676372409465,0.3867524823411734,1.130043254595912,0.5985459071653115,1.3433312460286384,0.8622703843171381,1.515143472026943,1.2100120776506282,1.9270688574490358,1.1196860934429615,0.83727776368769,0.11862718844583889,0.3884952322364256,-0.18708778098701803,-0.21099963128648797,0.10754657158757297,-0.2627722661451681,0.3580044749127069,0.3262613223371281,0.3905157359227188,0.2386609791635353,0.05478963637771398,0.263760227100697,-0.08607837910918092,0.2133657161631235,0.024697004990579852,-0.11001839020486989,0.0,0.4,1.0,0.8,1
1488,2020,11,1,11,SAS,Devin Vassell,6,343.0,9637.0,2026,14.4,0.072,-0.5,3.6,0.0,0,0.0,0,0.0,0,0.0,0,3.0,0,0.0,0.0,1.0,,,,,,,,none,False,False,False,1,0.8924375326410977,0.9149342694411237,1.1823985349486554,0.4021845175644678,0.05366242002274456,0.0,0.0,0.0,0.0,-0.5303502627947229,0.0,0.0,-0.8989007427734522,0,-0.4760030551891363,-0.27853566736933044,0.0189001165379077,-0.2518983096927951,-0.1679244522448778,0.0,0.0,0.0,0.0,-0.4123980831942505,0.0,0.0,-0.7038646422315263,0.09916730316440349,1.0820752259844952,0.3180087858987165,1.2713666949303355,0.5920808129258497,1.4331123066054254,0.8778415524475965,1.684575041797883,0.9050843358283215,0.7001738745374338,0.11862718844583889,0.3884952322364256,-0.09194484963037211,-0.10494415066528387,-0.1613198573813595,-0.2627722661451681,0.3580044749127069,0.3262613223371281,0.3927600792326195,0.20095280472298738,0.21560287589342314,0.4103702526788032,-0.14311405307176828,-0.21479495165843004,-0.31612166387942237,-0.4319360148016127,0.0,0.2,1.0,0.6,1
1548,2021,11,1,11,CHA,James Bouknight,3,79.0,900.0,2024,-0.3,-0.017,-5.9,-0.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,-0.8307764632579652,-1.0306912053637445,-0.9709594008518359,-1.0366126923297363,-0.8037067626091718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.338758592719446,-1.3426419894150357,-1.1366933264059378,-0.9135387867232238,-2.0044202626009304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3034519476830744,0.6216233869663613,-0.15438992979733146,0.7124728670463889,0.0745833990695958,0.813930280587817,0.23600528017182026,0.844697058760737,0.14572427042267283,0.29805517449727403,0.23091106687644242,0.19100951279190065,-0.09194484963037211,-0.10494415066528387,0.02688664289689325,-0.14716652162477908,0.28842951739058,0.361257604179699,0.4460632328427607,0.3271668868208609,0.29204977266822757,0.18013105033610968,-0.03359156257919255,-0.08210131167790338,-0.21980334441616084,-0.36345637942982895,0.0,0.2,1.0,0.4,1
1608,2022,11,1,11,NYK,Ousmane Dieng,4,137.0,1639.0,2026,2.3,0.068,-2.4,-0.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,False,False,False,1,0.5284229075567873,-0.2989023042991093,-0.6978499593548811,-0.5819748095816426,-0.05673273072265374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.0511734135426762,-1.1088610550262066,-1.0389499872351122,-0.796513940445733,-0.2504635897889698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5910371268598442,0.48558234513800863,-0.5002244844621856,0.354934200441522,-0.22319651136233434,0.47561314334706817,0.11447947826827212,0.7088952486950603,0.1828668823175144,0.36012617375020534,0.23091106687644242,0.19100951279190065,-0.09194484963037211,-0.10494415066528387,0.02688664289689325,-0.14716652162477908,-0.013061965205303547,0.0036081150304112554,0.5330315361014122,0.4355471662544648,0.29204977266822757,0.18013105033610968,-0.03359156257919255,-0.08210131167790338,-0.0790304159698556,-0.21158389940493602,0.0,0.2,1.0,0.2,1
1666,2023,11,1,11,ORL,Jett Howard,3,111.0,1110.0,2026,0.7,0.031,-4.2,-0.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,False,False,False,1,0.4356368342070177,-0.05289848660990031,-0.6449899740601008,-0.62540972965867,-0.3039458052433336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.338758592719446,-1.2136594049246472,-1.1089178173046206,-0.8685292304626504,-1.0139506120718234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8786223060366142,0.40514365824221904,-0.822680945688157,0.10632267887850497,-0.6414956784281699,-0.006134442614098412,-0.5255564117570812,-0.06271950930353234,-0.5310966574388836,-0.023039922472520645,0.0,0.0,0.0,0.0,0.0,0.0,-0.013061965205303547,0.0036081150304112554,-0.08247961663885005,-0.10607005255894457,0.0,0.0,0.0,0.0,-0.27660645589449456,-0.3879155233996179,0.0,0.0,1.0,0.0,1
1724,2024,11,1,11,CHI,Matas Buzelis,2,134.0,3037.0,2026,3.9,0.062,-1.8,0.1,0.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,97.0,,,,,,,,second,False,False,True,1,0.31646669900598223,1.3674418828074846,1.3675720488460987,0.7236604422073242,0.12412372429787069,0.0,-0.6476088035511782,0.0,0.0,0.0,0.0,0.0,0.38767866968092624,0,-1.626343771896216,-1.1209531723221804,-0.8540444552177727,-0.7244986504288157,-0.37427229610510837,0.0,-0.4837098610989141,0.0,0.0,0.0,0.0,0.0,0.4815915973163075,-1.1662074852133841,0.268437502030584,-1.01293025781148,0.17997683119517086,-0.8239410939251071,0.04723424990558724,-0.7109957835506436,-0.2236304543596514,-0.7622062425623419,-0.1973198308509088,0.0,0.0,-0.09674197221978283,-0.12952176071023563,0.0,0.0,0.0,0.0,-0.08247961663885005,-0.10607005255894457,0.0,0.0,0.0,0.0,-0.044454608983043764,-0.10224441461850524,0.0,0.2,1.0,0.0,1
11,1995,12,1,12,DAL,Cherokee Parks,9,472.0,7459.0,2004,11.8,0.076,-2.4,-0.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,0.26679489900088166,0.10704757403058782,-0.2483154104091372,-0.384606925072333,0.26323995917688764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18106619163007698,-0.0034772262417246892,-0.43013733865817816,-0.4931844975799804,0.018542341053378344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
69,1996,12,1,12,CLE,Vitaly Potapenko,11,610.0,11608.0,2007,15.5,0.064,-4.0,-5.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12.0,,,,,,,,none,True,False,False,1,0.4159635444007864,0.2862301350036814,-0.1058249534014133,-0.4014922107440007,-0.12529758249123712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6294569038862438,1,0.7061581473572999,0.4935177530219296,0.14691371303982678,-0.282939378031582,-0.17699507369133868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6233794944113169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
127,1997,12,1,12,IND,Austin Croshere,12,659.0,11480.0,2009,27.6,0.115,-0.1,5.6,0.0,0,0.0,0,0.0,0,1.0,0,17.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,0.9241098188968678,0.7238231936429443,0.16418299889760865,0.13507193424740596,0.7282920706739214,0.0,0.0,0.0,-0.41908080545920035,-0.003499893954819692,0.0,0.0,0.0,1,0.9687041252209112,0.669986984789459,0.1291112221703776,0.4046189858969643,0.654038938973709,0.0,0.0,0.0,-0.7675920788195695,-0.21891092377917154,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
184,1998,12,1,12,ORL,Michael Doleac,10,587.0,8789.0,2008,12.7,0.07,-3.7,-3.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30.0,,,,,,,,second,True,False,True,1,0.3432193527234427,0.35855766436910586,-0.18606234679677305,-0.3035064246197467,-0.03872328002405518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18490698901694747,1,0.4436121694936884,0.4106852564779872,-0.2451583319678078,-0.44204379282496464,-0.07922636631898006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38191857632288273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
242,1999,12,1,12,TOR,Aleksandar Radojević,2,15.0,152.0,2001,-0.4,-0.13,-11.6,-0.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,0,-1.0984340376890651,-1.101397998180227,-0.8893267143737357,-0.8203631571680496,-2.9097954796870553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.656755653415203,-1.6493229184409275,-1.4464092197758744,-1.1864251620368618,-3.3381832787309316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12855699605735466,0.17033071546658274,-0.015722030078655313,0.0748521137732185,-0.3691359910383312,-0.25306928521669014,-0.3999947689152849,-0.3549793566713448,-0.5843646877428326,-0.4164568624703078,0.0,0.0,0.0,0.0,0.0,0.0,-0.1535184157639139,-0.08381616109184006,-0.04378218475583431,-0.0006999787909639384,0.0,0.0,0.0,0.0,-0.20105961414683993,-0.08890998297385926,0.0,0.2,0.8,0.8,1
300,2000,12,1,12,DAL,Etan Thomas,9,409.0,7084.0,2009,14.9,0.101,-2.1,-0.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,0.35518432116924076,0.11943857650142971,-0.1226941756156489,0.05421886057362427,0.7184879427403471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18106619163007698,-0.2303662385142625,-0.48229307362726753,-0.3170331812015925,0.4259119551048724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12855699605735466,0.18800859990025454,-0.06109983253316287,0.07733031426738687,-0.3795671380321491,-0.22794503825799248,-0.3647645056396073,-0.26721419954215336,-0.5028907649325338,-0.32540726575761586,0.0,0.0,0.0,0.0,0.0,0.0,-0.1535184157639139,-0.08381616109184006,-0.04378218475583431,-0.0006999787909639384,0.0,0.0,0.0,0.0,-0.20105961414683993,-0.08890998297385926,0.0,0.2,0.8,0.8,1
358,2001,12,1,12,OKC,Vladimir Radmanović,12,737.0,16164.0,2013,26.5,0.079,-0.1,7.6,0.0,0,0.0,0,0.0,0,42.0,0,0.0,0,0.0,0.0,11.0,,,,,,,,second,True,False,True,1,0.6661909400439496,0.6656430970998098,0.33046621600184156,-0.03687822285505172,0.33702719353934124,0.0,0.0,0.0,1.1007553498210216,0.0,0.0,0.0,-0.3426486482150301,1,0.9687041252209112,0.9508971904602201,0.7805711224242834,0.3421136800852782,0.06742669473955766,0.0,0.0,0.0,0.3484105889677479,0.0,0.0,0.0,-0.6367939898606743,0.18106619163007692,0.2380540790288872,0.030376054954495246,0.15321290668661258,-0.2528356561552577,-0.1406868043773415,-0.23975389401623523,-0.19429140196436356,-0.45400641124635455,-0.2329423105515002,0.0,0.0,0.0,0.0,0.0,0.0,-0.08383629797036432,0.13633490887236427,-0.04378218475583431,-0.0006999787909639384,0.0,0.0,0.0,0.0,-0.2037425132367114,-0.03154833183961653,0.0,0.4,0.8,0.8,1
415,2002,12,1,12,LAC,Melvin Ely,9,375.0,6005.0,2011,4.0,0.032,-4.0,-3.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,1,0.46622168499253563,-0.016845761632100036,-0.30854533555759833,-0.6125349110751461,-0.512818298438697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18106619163007698,-0.35281427688356864,-0.6323625083783274,-0.9364039387901176,-0.6984281796772509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023538604911910087,0.14647645224802072,-0.1741841973801103,0.005079115631603685,-0.40513040226499875,-0.23523247126838287,-0.5079584789536516,-0.343812771028874,-0.7244998349765466,-0.48116438437402387,0.0,0.0,0.0,0.0,0.0,0.0,0.06968211779354958,0.22015106996420433,0.0,0.0,0.0,0.0,0.0,0.0,-0.2037425132367114,-0.03154833183961653,0.0,0.4,0.8,0.8,1
472,2003,12,1,12,OKC,Nick Collison,14,910.0,18603.0,2017,44.5,0.115,-1.3,3.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3.0,,,,,,,,none,True,False,False,1,0.827405586933555,0.869030252478755,0.3747904744595027,0.23437133066856933,0.6176564825931385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7588065125670863,1,1.493796080948134,1.5739416209863955,1.1197920226632407,1.3649277751855948,0.654038938973709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7441099534555339,0.23357538720279925,0.24331369909004322,0.058467075521571356,0.1071736332535335,-0.13214033133878908,-0.12306190701712771,-0.1465641653515397,-0.23623721997121078,-0.5778467739180086,-0.34988843185058516,0.0,0.0,0.0,0.0,0.0,0.0,0.06968211779354958,0.22015106996420433,0.0,0.0,0.0,0.0,0.0,0.0,-0.27618078866324164,-0.22029103215642326,0.0,0.2,0.8,0.8,1
530,2004,12,1,12,OKC,Robert Swift,4,97.0,1500.0,2008,1.7,0.054,-3.8,-0.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,none,True,False,False,0,-0.7074822487722399,-0.9154239739864451,-0.8447319728431,-0.7851508239693853,-0.005778842251165833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.1316636976879801,-1.354007061197307,-1.258926737806988,-1.0670968509418248,-0.33994291931193626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3385937783482438,0.3215040568734082,0.11753024697029546,0.1443684380922899,-0.09464383494501179,-0.11414295871100058,-0.12269850313253236,-0.22919475333147793,0.02180129796579039,0.23091489563659273,0.0,0.0,0.0,0.0,0.0,0.0,0.06968211779354958,0.22015106996420433,0.0,0.0,0.0,0.0,0.0,0.0,-0.27618078866324164,-0.22029103215642332,0.0,0.2,0.8,0.8,1
